toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,19.13560316,19.13560316
1959,1940,tas,bccr_bcm2_0,19.1202547,19.1202547
1979,1960,tas,bccr_bcm2_0,19.07767138,19.07767138
1999,1980,tas,bccr_bcm2_0,19.39413603,19.39413603
2039,2020,tas,bccr_bcm2_0,20.11040619,20.189426
2059,2040,tas,bccr_bcm2_0,20.64129111,20.5185302
2079,2060,tas,bccr_bcm2_0,21.52668216,20.72276513
2099,2080,tas,bccr_bcm2_0,22.44170314,20.86816595
