toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,22.98883704,22.98883704
1959,1940,tas,bccr_bcm2_0,22.98986077,22.98986077
1979,1960,tas,bccr_bcm2_0,23.12217666,23.12217666
1999,1980,tas,bccr_bcm2_0,23.45797545,23.45797545
2039,2020,tas,bccr_bcm2_0,24.25478571,24.15914732
2059,2040,tas,bccr_bcm2_0,24.792855,24.36129576
2079,2060,tas,bccr_bcm2_0,25.48379517,24.66325147
2099,2080,tas,bccr_bcm2_0,26.78438221,25.31471576
