toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,15.75289419,15.75289419
1959,1940,tas,bccr_bcm2_0,15.78489031,15.78489031
1979,1960,tas,bccr_bcm2_0,15.85165841,15.85165841
1999,1980,tas,bccr_bcm2_0,16.19916581,16.19916581
2039,2020,tas,bccr_bcm2_0,16.99484813,17.01378772
2059,2040,tas,bccr_bcm2_0,17.5267197,17.36697139
2079,2060,tas,bccr_bcm2_0,18.43030408,17.61807002
2099,2080,tas,bccr_bcm2_0,19.52907952,17.98542817
