toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,23.00541777,23.00541777
1959,1940,tas,bccr_bcm2_0,22.60392312,22.60392312
1979,1960,tas,bccr_bcm2_0,22.72733082,22.72733082
1999,1980,tas,bccr_bcm2_0,23.27559886,23.27559886
2039,2020,tas,bccr_bcm2_0,23.8758132,23.76317641
2059,2040,tas,bccr_bcm2_0,24.47896441,24.08684405
2079,2060,tas,bccr_bcm2_0,25.47895723,24.33933752
2099,2080,tas,bccr_bcm2_0,26.66220272,24.67528579
