toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,21.35358221,21.35358221
1959,1940,tas,bccr_bcm2_0,21.36216782,21.36216782
1979,1960,tas,bccr_bcm2_0,21.49817357,21.49817357
1999,1980,tas,bccr_bcm2_0,21.85407696,21.85407696
2039,2020,tas,bccr_bcm2_0,22.4902427,22.45173876
2059,2040,tas,bccr_bcm2_0,23.01074219,22.78333444
2079,2060,tas,bccr_bcm2_0,23.75324319,23.04447613
2099,2080,tas,bccr_bcm2_0,24.69965339,23.45792088
