toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,8.031497803,8.031497803
1959,1940,tas,bccr_bcm2_0,7.949547119,7.949547119
1979,1960,tas,bccr_bcm2_0,7.715430908,7.715430908
2039,2020,tas,bccr_bcm2_0,8.400235596,8.415130615
2059,2040,tas,bccr_bcm2_0,8.846115723,8.727685547
2079,2060,tas,bccr_bcm2_0,9.606002197,8.880837402
2099,2080,tas,bccr_bcm2_0,10.08832275,8.956922607
