toYear,fromYear,variable,gcm,Avgtemp-a2,Avgtemp-b1
1939,1920,tas,bccr_bcm2_0,21.35193778,21.35193778
1959,1940,tas,bccr_bcm2_0,21.37599801,21.37599801
1979,1960,tas,bccr_bcm2_0,21.4506671,21.4506671
1999,1980,tas,bccr_bcm2_0,21.83561335,21.83561335
2039,2020,tas,bccr_bcm2_0,22.60645356,22.54242026
2059,2040,tas,bccr_bcm2_0,23.23144861,22.91715467
2079,2060,tas,bccr_bcm2_0,24.08050125,23.33875584
2099,2080,tas,bccr_bcm2_0,25.40968446,23.72577564
