gcm,fromYear,toYear,variable,Avgtemp a2,Avgtemp b1
bccr_bcm2_0,1920,1939,tas,22.59049083,22.59049083
bccr_bcm2_0,1940,1959,tas,22.60475888,22.60475888
bccr_bcm2_0,1960,1979,tas,22.58031119,22.58031119
bccr_bcm2_0,1980,1999,tas,22.94400821,22.94400821
bccr_bcm2_0,2020,2039,tas,23.61775302,23.53893084
bccr_bcm2_0,2040,2059,tas,24.14723989,23.9198283
bccr_bcm2_0,2060,2079,tas,25.03259561,24.17613747
bccr_bcm2_0,2080,2099,tas,26.07348403,24.55361344
